SIT,CNPJ_CIA,DENOM_SOCIAL,MUN,CEP,CD_CVM,DT_REG,DT_INI_SIT,SETOR_ATIV,CONTROLE_ACIONARIO,TP_ENDER,UF
CANCELADA,62.063.177/0001-94,SAFRA LEASING SA ARRENDAMENTO  MERCANTIL,SÃO PAULO,1.31093e+06,14184,1993-09-21 00:00:00,2003-08-29 00:00:00,Arrendamento Mercantil,PRIVADO,SEDE,SP
CANCELADA,62.063.177/0001-94,SAFRA LEASING SA ARRENDAMENTO  MERCANTIL,SÃO PAULO,1.31093e+06,19844,2005-10-27 00:00:00,2019-01-17 00:00:00,Arrendamento Mercantil,PRIVADO,SEDE,SP
CANCELADA,43.422.013/0001-61,SAFRA SA ADM E PARTICIPACOES,SÃO PAULO,1.013e+06,10359,1981-04-29 00:00:00,1988-04-28 00:00:00,Emp. Adm. Participações,PRIVADO,SEDE,SP
CANCELADA,08.638.282/0001-69,SAHY PARTICIPAÇÕES SA,SÃO PAULO,1.005e+06,20826,2007-07-02 00:00:00,2007-11-16 00:00:00,Emp. Adm. Part. - Sem Setor Principal,PRIVADO HOLDING,SEDE,SP
CANCELADA,28.672.087/0001-62,SAINT-GOBAIN CANALIZAÇÃO S/A,BARRA MANSA,2.733e+07,3689,1937-08-25 00:00:00,2001-06-01 00:00:00,Metalurgia e Siderurgia,ESTRANGEIRO,SEDE,RJ
CANCELADA,60.853.942/0001-44,SAINT-GOBAIN VIDROS SA,SÃO PAULO,5.0369e+06,4189,1978-03-01 00:00:00,2001-05-31 00:00:00,Extração Mineral,ESTRANGEIRO,SEDE,SP
CANCELADA,12.296.919/0001-53,SALGEMA INDS QUIMICAS SA,SALVADOR,4.18279e+07,10367,1983-08-01 00:00:00,1996-12-23 00:00:00,Petroquímicos e Borracha,PRIVADO,SEDE,BA
CANCELADA,15.494.541/0001-90,SALUS INFRAESTRUTURA PORTUÁRIA S.A.,SÃO PAULO,1.307e+06,23540,2015-01-05 00:00:00,2025-11-07 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SEDE,SP
CANCELADA,60.531.548/0001-90,SAMCIL SA SERV ASSIS MED AO CI,SÃO PAULO,5.44716e+06,10383,1977-07-20 00:00:00,1994-12-07 00:00:00,Serviços Diversos,PRIVADO,SEDE,SP
ATIVO,01.616.929/0001-02,SANEAMENTO DE GOIAS SA,GOIÂNIA,7.48051e+07,19186,2001-12-11 00:00:00,2012-10-16 00:00:00,"Saneamento, Serv. Água e Gás",ESTATAL,SEDE,GO
CANCELADA,02.724.983/0001-34,SANESALTO SANEAMENTO SA,SALTO,1.332e+07,19593,2004-09-21 00:00:00,2025-09-30 00:00:00,"Saneamento, Serv. Água e Gás",PRIVADO,SEDE,SP
CANCELADA,33.033.960/0001-07,SANO SA INDUSTRIA E COMERCIO,RIO DE JANEIRO,2.15355e+07,10391,1968-05-17 00:00:00,2007-08-07 00:00:00,Extração Mineral,PRIVADO,SEDE,RJ
CANCELADA,61.070.678/0001-35,SANSUY SA IND DE PLASTICOS,EMBU DAS ARTES,6.8008e+06,10405,1980-07-04 00:00:00,1994-06-16 00:00:00,Petroquímicos e Borracha,PRIVADO,SEDE,SP
ATIVO,14.807.945/0001-24,SANSUY SA INDÚSTRIA  DE PLASTICOS,CAMAÇARI,4.28162e+07,12696,1986-05-06 00:00:00,1986-05-06 00:00:00,Petroquímicos e Borracha,PRIVADO,SEDE,BA
ATIVO,00.897.864/0001-58,SANTA CATARINA PART INVEST SA,FLORIANÓPOLIS,8.8032e+07,15199,1995-12-13 00:00:00,1995-12-13 00:00:00,Emp. Adm. Part. - Intermediação Financeira,ESTATAL,SEDE,SC
CANCELADA,61.105.474/0001-92,SANTACONSTANCIA TECELAGEM SA,SÃO PAULO,2.1479e+06,10421,1977-12-21 00:00:00,1996-06-18 00:00:00,Têxtil e Vestuário,PRIVADO,SEDE,SP
CANCELADA,72.418.478/0001-47,SANTANA TEXTIL SA,FORTALEZA,6.288e+07,16039,1997-01-07 00:00:00,1998-01-09 00:00:00,Têxtil e Vestuário,PRIVADO,SEDE,CE
CANCELADA,00.589.171/0001-06,SANTANDER BRASIL ARRENDAMENTO MERCANTIL S.A.,BARUERI,6.455e+06,14940,1995-07-06 00:00:00,2009-11-30 00:00:00,Arrendamento Mercantil,PRIVADO,SEDE,SP
CANCELADA,42.291.245/0001-65,SANTANDER LEASING S.A. ARREND MERC,RIO DE JANEIRO,2.00579e+07,1830,1981-11-10 00:00:00,2002-12-06 00:00:00,Arrendamento Mercantil,PRIVADO,SEDE,RJ
CANCELADA,47.193.149/0001-06,SANTANDER LEASING S.A. ARRENDAMENTO MERCANTIL,SÃO PAULO,4.7529e+06,12165,1984-12-27 00:00:00,2001-01-05 00:00:00,Arrendamento Mercantil,ESTRANGEIRO,SEDE,SP
CANCELADA,47.193.149/0001-06,SANTANDER LEASING S.A. ARRENDAMENTO MERCANTIL,SÃO PAULO,4.7529e+06,20559,2007-03-19 00:00:00,2020-12-29 00:00:00,Arrendamento Mercantil,ESTRANGEIRO,SEDE,SP
CANCELADA,61.101.895/0001-45,SANTHER FAB.DE PAPEL SANTA THEREZINHA SA,SÃO PAULO,3.6309e+06,5819,1980-06-04 00:00:00,1988-01-29 00:00:00,Papel e Celulose,PRIVADO,SEDE,SP
CANCELADA,61.101.895/0001-45,SANTHER FAB.DE PAPEL SANTA THEREZINHA SA,SÃO PAULO,3.6309e+06,14923,1995-06-29 00:00:00,2021-03-05 00:00:00,Papel e Celulose,PRIVADO,SEDE,SP
CANCELADA,33.009.960/0001-71,SANTISTA ALIMENTOS SA,SÃO PAULO,5.329e+06,8877,1977-07-20 00:00:00,2000-12-01 00:00:00,Alimentos,PRIVADO HOLDING,SEDE,SP
CANCELADA,15.082.688/0001-73,SANTISTA TEXTIL SA,SÃO PAULO,5.8049e+06,14516,1994-07-28 00:00:00,2007-11-29 00:00:00,Têxtil e Vestuário,PRIVADO,SEDE,SP
ATIVO,09.391.823/0001-60,SANTO ANTONIO ENERGIA S.A.,RIO DE JANEIRO,2.0091e+07,23388,2014-04-28 00:00:00,2014-04-28 00:00:00,Energia Elétrica,PRIVADO,SEDE,RJ
ATIVO,02.762.121/0001-04,SANTOS BRASIL PARTICIPAÇÕES S.A.,SÃO PAULO,4.53401e+06,17892,1998-11-09 00:00:00,1998-11-09 00:00:00,Emp. Adm. Part. - Serviços Transporte e Logística,ESTATAL HOLDING,SEDE,SP
ATIVO,02.762.121/0001-04,SANTOS BRASIL PARTICIPAÇÕES S.A.,SÃO PAULO,4.53401e+06,17892,1998-11-09 00:00:00,1998-11-09 00:00:00,Emp. Adm. Part. - Serviços Transporte e Logística,ESTATAL HOLDING,SEDE,SP
CANCELADA,08.519.271/0001-60,SANTOS BRASIL TECON S.A.,SÃO PAULO,4.54312e+06,20699,2007-05-16 00:00:00,2009-11-19 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,SP
CANCELADA,08.811.226/0001-84,SAO BRAZ SA IND COM ALIMENTOS,CAMPINA GRANDE,5.81076e+07,12513,1985-11-01 00:00:00,1994-09-30 00:00:00,Alimentos,PRIVADO,SEDE,PB
ATIVO,29.780.061/0001-09,SAO CARLOS EMPREEND E PARTICIPACOES S.A.,SÃO PAULO,4.5439e+06,13781,1991-03-25 00:00:00,1991-03-25 00:00:00,Emp. Adm. Part. - Sem Setor Principal,PRIVADO,SEDE,SP
ATIVO,29.780.061/0001-09,SAO CARLOS EMPREEND E PARTICIPACOES S.A.,SÃO PAULO,4.5439e+06,13781,1991-03-25 00:00:00,1991-03-25 00:00:00,Emp. Adm. Part. - Sem Setor Principal,PRIVADO,SEDE,SP
CANCELADA,44.220.580/0001-06,SAO LUIZ PARTICIPACOES SA,SÃO PAULO,4.543e+06,10448,1981-12-17 00:00:00,1988-10-17 00:00:00,Emp. Adm. Participações,PRIVADO,SEDE,SP
ATIVO,51.466.860/0001-56,SÃO MARTINHO SA,PRADÓPOLIS,1.48539e+07,20516,2007-02-07 00:00:00,2007-02-07 00:00:00,"Agricultura (Açúcar, Álcool e Cana)",PRIVADO,SEDE,SP
ATIVO,62.002.886/0001-60,SÃO PAULO TURISMO S.A.,SÃO PAULO,1.01491e+06,9415,1977-10-20 00:00:00,1977-10-20 00:00:00,Emp. Adm. Part. - Hospedagem e Turismo,ESTATAL,SEDE,SP
CANCELADA,04.106.907/0001-90,SÃO PAULO WELLNESS S/A,SÃO PAULO,6.45401e+06,19160,2001-11-14 00:00:00,2004-04-06 00:00:00,Emp. Adm. Participações,PRIVADO,SEDE,SP
CANCELADA,44.841.035/0001-29,SAP SECURITIZADORA DE CREDITOS FINANCEIROS S.A.,RIO DE JANEIRO,2.241e+07,26840,2022-06-21 00:00:00,2022-06-30 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,RJ
CANCELADA,10.922.052/0001-79,SARABOR SA REGENS ARTEFS BORR,SÃO PAULO,1.44604e+06,10464,1977-07-20 00:00:00,2005-12-20 00:00:00,Petroquímicos e Borracha,PRIVADO,SEDE,SP
ATIVO,60.500.139/0001-26,SARAIVA LIVREIROS S.A. - FALIDA,SÃO PAULO,1.14102e+06,10472,1977-07-20 00:00:00,1977-07-20 00:00:00,Comércio (Atacado e Varejo),PRIVADO,SEDE,SP
CANCELADA,33.429.226/0001-61,SATMA SUL AMERICA PARTS SA,RIO DE JANEIRO,2.0091e+07,11029,1977-07-20 00:00:00,1999-04-06 00:00:00,Seguradoras e Corretoras,PRIVADO,SEDE,RJ
CANCELADA,00.866.577/0001-80,SAUIPE SA,MATA DE SÃO JOÃO,4.828e+07,15261,1995-12-20 00:00:00,2018-04-04 00:00:00,Hospedagem e Turismo,PRIVADO,SEDE,BA
CANCELADA,60.591.609/0001-04,SAVENA SA VEICS NAC COM REPR,SÃO PAULO,1.014e+06,10499,1971-07-26 00:00:00,1984-12-28 00:00:00,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SEDE,SP
ATIVO,06.347.409/0001-65,SBF COMÉRCIO DE PRODUTOS ESPORTIVOS S.A.,SÃO PAULO,5.03809e+06,25410,2021-01-06 00:00:00,2021-01-06 00:00:00,Comércio (Atacado e Varejo),PRIVADO HOLDING,SEDE,SP
CANCELADA,19.288.959/0001-00,SCCA - SECURITIZADORA DE CRÉDITOS DO AGRONEGÓCIO S.A.,SÃO PAULO,1.45101e+06,23400,2014-05-27 00:00:00,2015-05-26 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,SP
CANCELADA,17.568.683/0001-80,SCCI - SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.,SÃO PAULO,1.45101e+06,23337,2014-01-16 00:00:00,2017-09-01 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,SP
CANCELADA,00.285.599/0001-57,SCGR EMPRS PARTICIPACOES SA,RIO DE JANEIRO,2.24411e+07,16063,1997-01-22 00:00:00,1999-05-04 00:00:00,Emp. Adm. Participações,PRIVADO,SEDE,RJ
ATIVO,84.693.183/0001-68,SCHULZ SA,JOINVILLE,8.92196e+07,14664,1994-12-19 00:00:00,1994-12-19 00:00:00,Metalurgia e Siderurgia,PRIVADO,SEDE,SC
CANCELADA,47.379.565/0001-95,SCOPUS TECNOLOGIA SA,SÃO PAULO,5.136e+06,10510,1983-12-01 00:00:00,1992-08-12 00:00:00,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SEDE,SP
CANCELADA,93.167.658/0001-73,SDV ADM-DE SHOPPING CENTERS SA,PORTO ALEGRE,9.02003e+07,13790,1991-04-15 00:00:00,2017-04-12 00:00:00,Comércio (Atacado e Varejo),PRIVADO,SEDE,RS
CANCELADA,01.545.828/0001-98,SE SA COMERCIO E IMPORTACAO,SÃO PAULO,1.45102e+06,16128,1997-02-21 00:00:00,1998-06-12 00:00:00,Emp. Adm. Participações,PRIVADO HOLDING,SEDE,SP
CANCELADA,14.042.551/0001-22,SEABRAS SERVIÇOS DE PETROLEO S/A,RIO DE JANEIRO,2.00319e+07,22730,2012-02-13 00:00:00,2014-05-23 00:00:00,Petróleo e Gás,PRIVADO,SEDE,RJ
CANCELADA,02.914.460/0001-50,SEARA ALIMENTOS SA,ITAJAÍ,8.83051e+07,18198,1999-03-11 00:00:00,2005-04-05 00:00:00,Alimentos,ESTRANGEIRO,SEDE,SC
CANCELADA,84.374.818/0001-64,SEARA INDUSTRIAL SA,GASPAR,8.911e+07,10529,1977-07-20 00:00:00,1989-06-15 00:00:00,"Agricultura (Açúcar, Álcool e Cana)",PRIVADO,SEDE,SC
CANCELADA,60.874.633/0001-50,SEARLE BRASIL SA,SÃO PAULO,1.405e+06,10537,1981-06-19 00:00:00,1986-04-18 00:00:00,Farmacêutico e Higiene,ESTRANGEIRO,SEDE,SP
CANCELADA,20.445.827/0001-16,SEC TWO COMPANHIA SECURITIZADORA DE CRÉDITOS,BLUMENAU,8.90354e+07,23752,2015-11-11 00:00:00,2017-06-14 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,SC
ATIVO,07.119.838/0001-48,SECME - COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS,SÃO PAULO,4.551e+06,19720,2005-05-02 00:00:00,2005-05-02 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,SP
ATIVO,07.119.838/0001-48,SECME - COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS,SÃO PAULO,4.551e+06,19720,2005-05-02 00:00:00,2005-05-02 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,SP
CANCELADA,61.592.895/0001-95,SECURIT SA,GUARULHOS,7.17858e+06,10545,1977-07-20 00:00:00,1996-10-18 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SEDE,SP
CANCELADA,88.615.315/0001-94,SEHBE CIA DE PARTICIPACOES,CAXIAS DO SUL,9.502e+07,12874,1986-07-09 00:00:00,2005-08-09 00:00:00,Emp. Adm. Participações,PRIVADO,SEDE,RS
CANCELADA,88.658.752/0001-95,SEHBE SA HOTEIS E TURISMO,CAXIAS DO SUL,9.502e+07,10553,1973-04-16 00:00:00,2006-11-22 00:00:00,Hospedagem e Turismo,PRIVADO,SEDE,RS
ATIVO,87.043.832/0001-73,SEIVA S.A. - FLORESTAS E INDÚSTRIAS,SÃO PAULO,5.42507e+06,10561,1981-12-11 00:00:00,1981-12-11 00:00:00,Reflorestamento,PRIVADO,SEDE,SP
CANCELADA,22.902.694/0001-95,SELF IT ACADEMIAS HOLDING S.A.,RECIFE,5.111e+07,26794,2022-05-13 00:00:00,2023-02-10 00:00:00,Emp. Adm. Part. - Brinquedos e Lazer,PRIVADO,SEDE,PE
CANCELADA,56.783.681/0001-66,SEMENTES AGROCERES SA,SÃO PAULO,1.21001e+06,10570,1977-07-20 00:00:00,1998-06-04 00:00:00,"Agricultura (Açúcar, Álcool e Cana)",PRIVADO,SEDE,SP
CANCELADA,61.364.725/0001-53,SEMER SA,SÃO PAULO,4.183e+06,7242,1982-03-08 00:00:00,1985-05-06 00:00:00,Metalurgia e Siderurgia,PRIVADO,SEDE,SP
CANCELADA,61.151.445/0001-67,SEMP TOSHIBA SA,SÃO PAULO,4.724e+06,10588,1971-08-12 00:00:00,2008-11-13 00:00:00,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SEDE,SP
ATIVO,06.057.223/0001-71,SENDAS DISTRIBUIDORA S.A.,SÃO PAULO,3.5279e+06,25372,2020-12-11 00:00:00,2020-12-11 00:00:00,Comércio (Atacado e Varejo),PRIVADO HOLDING,SEDE,SP
CANCELADA,31.911.548/0001-17,SENDAS S/A,SÃO JOÃO DE MERITI,2.55699e+07,19291,2002-06-05 00:00:00,2005-07-15 00:00:00,Comércio (Atacado e Varejo),PRIVADO,SEDE,RJ
CANCELADA,22.495.265/0001-40,SENECA COMPANHIA SECURITIZADORA,CURITIBA,8.041e+07,23698,2015-08-17 00:00:00,2022-06-30 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,PR
ATIVO,80.680.093/0001-81,SENIOR SISTEMAS S.A.,BLUMENAU,8.9012e+07,26786,2022-05-12 00:00:00,2022-05-12 00:00:00,Comunicação e Informática,PRIVADO,SEDE,SC
ATIVO,01.599.101/0001-93,SEQUOIA LOGÍSTICA E TRANSPORTES S.A.,BARUERI,6.454e+06,25160,2020-10-05 00:00:00,2020-10-05 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,SP
ATIVO,04.986.320/0001-13,SER EDUCACIONAL S.A.,RECIFE,5.20102e+07,23221,2013-10-18 00:00:00,2013-10-18 00:00:00,Educação,PRIVADO,SEDE,PE
ATIVO,42.500.384/0001-51,SERENA ENERGIA S.A.,SÃO PAULO,4.5439e+06,26441,2021-12-01 00:00:00,2021-12-01 00:00:00,Emp. Adm. Part. - Energia Elétrica,PRIVADO,SEDE,SP
CANCELADA,09.149.503/0001-06,SERENA GERAÇÃO S.A.,SÃO PAULO,4.5439e+06,22110,2010-07-29 00:00:00,2013-09-20 00:00:00,Emp. Adm. Part. - Energia Elétrica,PRIVADO,SEDE,SP
ATIVO,09.149.503/0001-06,SERENA GERAÇÃO S.A.,SÃO PAULO,4.5439e+06,23426,2014-07-07 00:00:00,2014-07-07 00:00:00,Emp. Adm. Part. - Energia Elétrica,PRIVADO,SEDE,SP
CANCELADA,33.161.340/0001-53,SERGEN SERVS GERAIS DE ENG SA,RIO DE JANEIRO,2.0091e+07,10596,1977-07-20 00:00:00,2014-07-30 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SEDE,RJ
CANCELADA,17.244.161/0001-23,SERMECO SERV MEC ENG CONST SA,BELO HORIZONTE,3.048e+07,10600,1977-07-20 00:00:00,1990-09-06 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SEDE,MG
CANCELADA,01.369.947/0001-37,SERNAMBETIBA TRUST SPE SA,RIO DE JANEIRO,2.003e+07,15903,1996-12-03 00:00:00,2005-02-22 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SEDE,RJ
CANCELADA,00.545.378/0001-70,SERRA AZUL WATER PARK SA,ITUPEVA,1.32996e+07,14966,1995-07-26 00:00:00,2024-04-25 00:00:00,Emp. Adm. Part. - Brinquedos e Lazer,PRIVADO,SEDE,SP
CANCELADA,33.315.367/0001-53,SERTEP SA ENG. E MONTAGEM,RIO DE JANEIRO,2.003e+07,14770,1995-02-01 00:00:00,1996-08-09 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SEDE,RJ
CANCELADA,61.467.379/0001-39,SERVIX ENGENHARIA SA,SÃO PAULO,1.048e+06,10626,1977-07-20 00:00:00,2005-04-29 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SEDE,SP
CANCELADA,89.717.268/0001-52,SETA SA EXTRAT TANINO ACACIA,ESTÂNCIA VELHA,9.36e+07,13404,1988-11-03 00:00:00,1997-04-03 00:00:00,Petroquímicos e Borracha,PRIVADO,SEDE,RS
CANCELADA,61.413.423/0001-28,SETAL INSTALACOES INDLS SA,SÃO PAULO,4.571e+06,10634,1961-04-14 00:00:00,1986-11-05 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SEDE,SP
CANCELADA,08.638.269/0001-00,SETIBA PARTICIPAÇÕES S/A,SÃO PAULO,1.405e+06,20834,2007-07-02 00:00:00,2014-01-08 00:00:00,Emp. Adm. Part. - Sem Setor Principal,PRIVADO HOLDING,SEDE,SP
CANCELADA,00.115.890/0001-87,SHOPPING CENTER TACARUNA SA,RECIFE,5.101e+07,15733,1996-09-11 00:00:00,2019-03-13 00:00:00,Emp. Adm. Part. - Comércio (Atacado e Varejo),PRIVADO,SEDE,PE
CANCELADA,01.104.894/0001-22,SHOPTIME SA,RIO DE JANEIRO,2.22902e+07,15482,1996-04-26 00:00:00,2005-12-13 00:00:00,Emp. Adm. Part. - Comércio (Atacado e Varejo),ESTRANGEIRO HOLDING,SEDE,RJ
CANCELADA,88.270.178/0001-01,SIBISA TRADING SA,PORTO ALEGRE,9.00102e+07,13587,1989-11-14 00:00:00,2005-12-20 00:00:00,Comércio Exterior,PRIVADO,SEDE,RS
CANCELADA,15.144.306/0001-99,SIBRA ELETROSIDERURGICA BRASILEIRA SA (atual Rio Doce Manganês S/A),SIMÕES FILHO,4.37e+07,10669,1970-12-17 00:00:00,2002-03-21 00:00:00,Metalurgia e Siderurgia,PRIVADO,SEDE,BA
CANCELADA,77.623.163/0001-55,SID INFORMATICA SA,SÃO PAULO,1.33201e+06,12254,1985-02-14 00:00:00,1994-05-10 00:00:00,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SEDE,SP
CANCELADA,19.882.497/0001-47,SID MICROELETRONICA SA,SÃO PAULO,1.33201e+06,13099,1986-12-01 00:00:00,1994-05-10 00:00:00,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SEDE,SP
CANCELADA,00.367.961/0001-39,SIDERURGIA BRASILEIRA SA,BRASÍLIA,7.007e+07,13374,1988-09-09 00:00:00,1998-07-07 00:00:00,Emp. Adm. Participações,ESTATAL,SEDE,DF
CANCELADA,10.807.923/0001-03,SIDERURGICA ACONORTE SA,PORTO ALEGRE,9.022e+07,10677,1970-09-30 00:00:00,1996-12-23 00:00:00,Metalurgia e Siderurgia,PRIVADO,SEDE,RS
CANCELADA,89.011.795/0001-47,SIDERURGICA CEARENSE S/A,PORTO ALEGRE,9.022e+07,13269,1987-12-22 00:00:00,1995-12-29 00:00:00,Metalurgia e Siderurgia,PRIVADO,SEDE,RS
CANCELADA,57.490.229/0001-79,SIDERURGICA COFERRAZ SA,SÃO PAULO,1.31e+06,10685,1971-12-02 00:00:00,2005-12-20 00:00:00,Metalurgia e Siderurgia,PRIVADO,SEDE,SP
CANCELADA,76.486.430/0001-27,SIDERURGICA GUAIRA SA,PORTO ALEGRE,9.022e+07,10693,1971-12-02 00:00:00,1995-09-05 00:00:00,Metalurgia e Siderurgia,PRIVADO,SEDE,RS
CANCELADA,42.119.370/0001-92,SIDERURGICA HIME,SÃO GONÇALO,2.44e+07,10707,1981-04-29 00:00:00,1986-02-05 00:00:00,Metalurgia e Siderurgia,PRIVADO,SEDE,RJ
CANCELADA,92.780.311/0001-39,SIDERURGICA RIOGRANDENSE SA,PORTO ALEGRE,9.022e+07,10723,1968-05-17 00:00:00,1997-06-30 00:00:00,Metalurgia e Siderurgia,PRIVADO,SEDE,RS
CANCELADA,60.499.605/0001-09,SIFCO SA,JUNDIAÍ,1.32026e+07,10740,1970-10-07 00:00:00,2004-03-09 00:00:00,Metalurgia e Siderurgia,PRIVADO,SEDE,SP
CANCELADA,52.211.539/0001-93,SIFCOINVEST SA,SÃO PAULO,1.009e+06,12203,1985-01-16 00:00:00,1988-09-19 00:00:00,Emp. Adm. Participações,PRIVADO,SEDE,SP
CANCELADA,82.612.532/0001-44,SIMESC SA,JOINVILLE,8.92019e+07,10758,1976-01-29 00:00:00,1994-07-26 00:00:00,Metalurgia e Siderurgia,PRIVADO,SEDE,SC
ATIVO,07.415.333/0001-20,SIMPAR S.A.,SÃO PAULO,4.53e+06,25003,2020-07-29 00:00:00,2020-07-29 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,SP
CANCELADA,04.065.791/0001-99,SINQIA S.A.,SÃO PAULO,1.415e+06,22799,2012-04-26 00:00:00,2024-01-19 00:00:00,Comunicação e Informática,PRIVADO,SEDE,SP
CANCELADA,04.065.791/0001-99,SINQIA S.A.,SÃO PAULO,1.415e+06,22799,2012-04-26 00:00:00,2024-01-19 00:00:00,Comunicação e Informática,PRIVADO,SEDE,SP
CANCELADA,22.668.529/0001-10,SIOM SA I INSTRS DE OTICA MEC,MONTES CLAROS,3.94e+07,10774,1977-07-20 00:00:00,2005-03-22 00:00:00,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SEDE,MG
CANCELADA,57.491.276/0001-37,SIPOREX CONCRETO CELULAR SA,RIBEIRÃO PIRES,9.4e+06,10782,1973-02-23 00:00:00,1988-06-15 00:00:00,Extração Mineral,ESTRANGEIRO,SEDE,SP
CANCELADA,13.539.713/0001-70,SISAL BAHIA HOTEIS TURISMO SA,SALVADOR,4.19404e+07,10790,1972-07-28 00:00:00,2006-03-21 00:00:00,Hospedagem e Turismo,PRIVADO,SEDE,BA
CANCELADA,33.146.762/0001-50,SISAL IMOB SANTO AFONSO SA,SALVADOR,4.19404e+07,10804,1977-07-20 00:00:00,2005-12-20 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SEDE,BA
CANCELADA,17.165.036/0001-28,SIT SOC DE INSTALACOES TECS SA,BELO HORIZONTE,3.11502e+07,10812,1977-07-20 00:00:00,2002-04-25 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SEDE,MG
ATIVO,89.096.457/0001-55,SLC AGRICOLA SA,PORTO ALEGRE,9.13605e+07,20745,2007-06-12 00:00:00,2007-06-12 00:00:00,"Agricultura (Açúcar, Álcool e Cana)",PRIVADO,SEDE,RS
CANCELADA,31.910.308/0001-06,SLOT URBANISMO S.A.,JUIZ DE FORA,3.60253e+07,24678,2019-03-21 00:00:00,2020-01-31 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SEDE,MG
CANCELADA,00.694.303/0001-51,SMA EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,CURITIBA,8.25901e+07,15148,1995-12-11 00:00:00,2008-04-02 00:00:00,Emp. Adm. Part. - Serviços médicos,PRIVADO,SEDE,PR
ATIVO,07.594.978/0001-78,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,SÃO PAULO,1.3101e+06,24260,2017-10-20 00:00:00,2017-10-20 00:00:00,Brinquedos e Lazer,PRIVADO,SEDE,SP
ATIVO,07.594.978/0001-78,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,SÃO PAULO,1.3101e+06,24260,2017-10-20 00:00:00,2017-10-20 00:00:00,Brinquedos e Lazer,PRIVADO,SEDE,SP
CANCELADA,05.730.375/0001-20,SMILES FIDELIDADE S.A.,BARUERI,6.454e+06,24252,2017-10-10 00:00:00,2021-09-01 00:00:00,Comércio (Atacado e Varejo),PRIVADO,SEDE,SP
CANCELADA,15.912.764/0001-20,SMILES S.A.,BARUERI,6.454e+06,23140,2013-04-25 00:00:00,2017-07-01 00:00:00,Comércio (Atacado e Varejo),PRIVADO,SEDE,SP
ATIVO,73.903.718/0001-61,SNB PARTICIPACOES SA,BLUMENAU,8.90102e+07,14303,1994-03-09 00:00:00,1994-03-09 00:00:00,Emp. Adm. Part. - Comércio (Atacado e Varejo),PRIVADO,SEDE,SC
CANCELADA,60.869.005/0001-87,SOBLOCO CONSTRUTORA SA,SÃO PAULO,1.452e+06,10820,1981-08-11 00:00:00,1985-04-15 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SEDE,SP
CANCELADA,60.594.538/0001-01,SOBRAL INVICTA SA,SÃO PAULO,3.057e+06,13501,1987-07-20 00:00:00,2001-05-31 00:00:00,Outras Atividades Industriais,PRIVADO,SEDE,SP
CANCELADA,60.852.035/0001-80,SOCIED. PAULIS ARTEF METALS/A,SÃO PAULO,4.183e+06,13145,1987-01-30 00:00:00,1988-04-05 00:00:00,Metalurgia e Siderurgia,PRIVADO,SEDE,SP
ATIVO,46.119.855/0001-37,SOCIEDADE ABASTECIMENTO DE AGUA E SANEAMENTO SA,CAMPINAS,1.30419e+07,16241,1997-04-29 00:00:00,1997-04-29 00:00:00,"Saneamento, Serv. Água e Gás",ESTATAL,SEDE,SP
