SIT,CNPJ_CIA,DENOM_SOCIAL,MUN,CEP,CD_CVM,DT_REG,DT_INI_SIT,SETOR_ATIV,CONTROLE_ACIONARIO,TP_ENDER,UF
ATIVO,00.776.574/0001-56,AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL,RIO DE JANEIRO,2.00819e+07,20990,2007-07-26 00:00:00,2007-07-26 00:00:00,Comércio (Atacado e Varejo),PRIVADO,SEDE,RJ
CANCELADA,01.223.522/0001-15,AMERICAS EMPRS ARTISTICOS SA,RIO DE JANEIRO,2.2631e+07,15679,1996-08-19 00:00:00,2008-03-18 00:00:00,Hospedagem e Turismo,PRIVADO,SEDE,RJ
CANCELADA,01.685.903/0001-16,AMERICEL SA,BRASÍLIA,7.0713e+07,16195,1997-03-26 00:00:00,2012-09-04 00:00:00,Telecomunicações,PRIVADO,SEDE,DF
CANCELADA,36.461.242/0001-20,AMIL PARTICIPAÇÕES S/A,RIO DE JANEIRO,2.26409e+07,21172,2007-10-24 00:00:00,2013-05-09 00:00:00,Serviços Médicos,PRIVADO HOLDING,SEDE,RJ
CANCELADA,03.494.776/0001-01,AMMO VAREJO S.A.,SÃO PAULO,1.31092e+06,26476,2021-12-14 00:00:00,2025-05-23 00:00:00,Emp. Adm. Part. - Têxtil e Vestuário,PRIVADO,SEDE,SP
ATIVO,33.050.071/0001-58,AMPLA ENERGIA E SERVIÇOS S.A.,RIO DE JANEIRO,2.02203e+07,3050,1969-08-15 00:00:00,1969-08-15 00:00:00,Energia Elétrica,ESTRANGEIRO,SEDE,RJ
CANCELADA,07.809.905/0001-56,AMPLA INVESTIMENTOS E SERVIÇOS S/A,NITERÓI,2.42102e+07,20214,2006-07-27 00:00:00,2012-05-23 00:00:00,Emp. Adm. Part. - Energia Elétrica,PRIVADO HOLDING,SEDE,RJ
CANCELADA,40.430.571/0001-80,ANCAR EMPREENDIMENTOS COMERCIAIS S/A,RIO DE JANEIRO,2.0011e+07,19259,2002-02-26 00:00:00,2006-12-18 00:00:00,Emp. Adm. Part. - Comércio (Atacado e Varejo),PRIVADO,SEDE,RJ
CANCELADA,00.979.769/0001-01,ANCAR SHOPPING SA,RIO DE JANEIRO,2.0011e+07,15326,1996-01-11 00:00:00,2001-11-30 00:00:00,Emp. Adm. Participações,PRIVADO,SEDE,RJ
CANCELADA,76.491.661/0001-29,ANCORA COMERCIAL SA,CURITIBA,8.005e+07,396,1977-07-20 00:00:00,1989-05-26 00:00:00,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SEDE,PR
CANCELADA,60.503.232/0001-94,ANDERSON CLAYTON SA IND E COM,SÃO PAULO,5.804e+06,400,1977-07-20 00:00:00,1987-12-23 00:00:00,Alimentos,ESTRANGEIRO,SEDE,SP
CANCELADA,03.601.314/0001-38,ANDRADE GUTIERREZ CONCESSOES SA,BELO HORIZONTE,3.01109e+07,19437,2003-09-01 00:00:00,2018-12-31 00:00:00,Emp. Adm. Part. - Sem Setor Principal,PRIVADO,SEDE,MG
CANCELADA,04.031.960/0001-70,ANDRADE GUTIERREZ PARTICIPAÇÕES SA,BELO HORIZONTE,3.01101e+07,19062,2001-10-29 00:00:00,2019-08-12 00:00:00,Emp. Adm. Part. - Sem Setor Principal,PRIVADO HOLDING,SEDE,MG
CANCELADA,38.482.780/0001-26,ANEMUS WIND HOLDING S.A.,SÃO PAULO,4.71104e+06,26832,2022-06-08 00:00:00,2025-12-19 00:00:00,Energia Elétrica,PRIVADO,SEDE,SP
CANCELADA,04.310.392/0001-46,ANHANGUERA EDUCACIONAL PARTICIPAÇÕES S.A.,VALINHOS,1.32782e+07,18961,2001-06-08 00:00:00,2014-10-08 00:00:00,Emp. Adm. Part. - Educação,PRIVADO,SEDE,SP
ATIVO,09.288.252/0001-32,ANIMA HOLDING S/A,SÃO PAULO,5.435e+06,23248,2013-10-24 00:00:00,2013-10-24 00:00:00,Educação,PRIVADO HOLDING,SEDE,SP
CANCELADA,60.661.451/0001-00,ANSON SA ENG FUND RECUPERACOES,SÃO PAULO,5.423e+06,12416,1985-07-15 00:00:00,1986-04-02 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SEDE,SP
CANCELADA,33.017.088/0001-03,APOLO PRODUTOS DE ACO SA,RIO DE JANEIRO,2.0021e+07,426,1971-07-09 00:00:00,1990-10-30 00:00:00,Metalurgia e Siderurgia,PRIVADO,SEDE,RJ
CANCELADA,11.197.023/0001-54,AQUA-RIO S/A,RIO DE JANEIRO,2.226e+07,22101,2010-07-26 00:00:00,2012-06-26 00:00:00,Brinquedos e Lazer,PRIVADO,SEDE,RJ
CANCELADA,45.169.000/0001-58,AQUATEC QUIMICA SA,SÃO PAULO,1.02e+06,12564,1985-12-17 00:00:00,2007-01-09 00:00:00,Petroquímicos e Borracha,ESTRANGEIRO,SEDE,SP
CANCELADA,09.439.783/0001-89,ÁQUILLA SECURITIZADORA SA,SÃO PAULO,5.083e+06,21512,2008-06-24 00:00:00,2021-03-16 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,SP
CANCELADA,15.914.972/0001-69,AR CAPITAL SECURITIES COMPANHIA SECURITIZADORA S.A.,PAULÍNIA,1.31407e+07,22950,2012-09-05 00:00:00,2018-12-04 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,SP
CANCELADA,42.157.511/0001-61,ARACRUZ CELULOSE S/A,ARACRUZ,2.9197e+07,434,1980-02-05 00:00:00,2009-12-31 00:00:00,Papel e Celulose,PRIVADO,SEDE,ES
CANCELADA,17.805.110/0001-23,ARAFERTIL SA,ARAXÁ,3.818e+07,485,1982-08-26 00:00:00,1989-01-13 00:00:00,Petroquímicos e Borracha,PRIVADO,SEDE,MG
CANCELADA,02.517.787/0001-99,ARAGUAIA CIA INDL DE PROD ALIM,GURUPI,7.74e+07,442,1973-11-29 00:00:00,1987-06-05 00:00:00,Alimentos,PRIVADO,SEDE,TO
CANCELADA,01.543.362/0001-91,ARAGUAIA SA MIN RACOES FERTIL,BRASÍLIA,7e+07,13161,1987-04-29 00:00:00,1988-07-05 00:00:00,Extração Mineral,PRIVADO,SEDE,DF
ATIVO,14.127.813/0001-51,ARANDU INVESTIMENTOS S.A.,SÃO PAULO,5.42304e+06,25887,2021-05-13 00:00:00,2021-05-13 00:00:00,Emp. Adm. Part. - Intermediação Financeira,PRIVADO,SEDE,SP
CANCELADA,76.516.921/0001-73,ARAPUA IMPORTACAO COMERCIO SA,CURITIBA,8.13502e+07,9806,1977-07-20 00:00:00,1996-10-10 00:00:00,Comércio (Atacado e Varejo),PRIVADO,SEDE,PR
CANCELADA,03.616.277/0001-31,ARAUCÁRIA PARTICIPAÇÕES SA,RIO DE JANEIRO,2.003e+07,18651,2000-04-18 00:00:00,2014-11-14 00:00:00,Emp. Adm. Part. - Sem Setor Principal,PRIVADO,SEDE,RJ
CANCELADA,00.237.000/0001-00,ARBRA SA,RIO DE JANEIRO,2.004e+07,14788,1995-02-20 00:00:00,2003-01-16 00:00:00,Emp. Adm. Participações,PRIVADO,SEDE,RJ
CANCELADA,24.315.012/0001-73,ARCELOR BRASIL S.A.,BELO HORIZONTE,3.01309e+07,3964,1969-12-19 00:00:00,2007-06-15 00:00:00,Metalurgia e Siderurgia,ESTRANGEIRO,SEDE,MG
CANCELADA,33.390.170/0001-89,ARCELORMITTAL INOX BRASIL S.A.,BELO HORIZONTE,3.01302e+07,2658,1971-12-22 00:00:00,2008-04-24 00:00:00,Metalurgia e Siderurgia,PRIVADO,SEDE,MG
CANCELADA,92.660.158/0001-06,ARCON SA IND ELETROMETALURGICA,PORTO ALEGRE,9.02e+07,507,1968-08-05 00:00:00,1987-12-03 00:00:00,Metalurgia e Siderurgia,PRIVADO,SEDE,RS
CANCELADA,02.036.233/0001-70,ARDOSIA PARTICIPACOES SA,RIO DE JANEIRO,2.00579e+07,16926,1998-02-26 00:00:00,2000-11-24 00:00:00,Emp. Adm. Participações,PRIVADO,SEDE,RJ
CANCELADA,02.036.220/0001-09,ARGENTUM PARTICIPACOES SA,RIO DE JANEIRO,2.00579e+07,16888,1998-02-12 00:00:00,2000-06-20 00:00:00,Emp. Adm. Participações,PRIVADO,SEDE,RJ
ATIVO,24.624.551/0001-94,ARGO ENERGIA EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,SÃO PAULO,4.53301e+06,24120,2017-04-24 00:00:00,2017-04-24 00:00:00,Emp. Adm. Part. - Energia Elétrica,PRIVADO HOLDING,SEDE,SP
ATIVO,24.624.490/0001-65,ARGO TRANSMISSÃO DE ENERGIA S.A.,SÃO PAULO,4.53301e+06,24210,2017-09-22 00:00:00,2017-09-22 00:00:00,Energia Elétrica,PRIVADO,SEDE,SP
ATIVO,20.514.590/0001-88,ARGO V TRANSMISSAO DE ENERGIA S.A.,SÃO PAULO,4.53301e+06,26662,2022-03-21 00:00:00,2022-03-21 00:00:00,Energia Elétrica,PRIVADO HOLDING,SEDE,SP
ATIVO,20.514.555/0001-69,ARGO VI TRANSMISSAO DE ENERGIA S.A.,SÃO PAULO,4.53301e+06,26670,2022-03-21 00:00:00,2022-03-21 00:00:00,Energia Elétrica,PRIVADO HOLDING,SEDE,SP
CANCELADA,02.605.028/0001-88,ARGOLIS HOLDINGS S.A.,RIO DE JANEIRO,2.22902e+07,17566,1998-07-20 00:00:00,2008-06-30 00:00:00,Emp. Adm. Part. - Telecomunicações,PRIVADO HOLDING,SEDE,RJ
CANCELADA,02.992.440/0001-06,ARGOLIS PARTICIPAÇÕES S/A,RIO DE JANEIRO,2.22902e+07,18341,1999-06-21 00:00:00,2008-04-18 00:00:00,Emp. Adm. Part. - Telecomunicações,PRIVADO HOLDING,SEDE,RJ
ATIVO,00.242.184/0001-04,"ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.",BARUERI,6.74251e+06,26069,2021-07-26 00:00:00,2021-07-26 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,SP
ATIVO,00.242.184/0001-04,"ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.",BARUERI,6.74251e+06,26069,2021-07-26 00:00:00,2021-07-26 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,SP
CANCELADA,15.109.747/0001-50,ARMAZENS GERAIS EMPR UNIAO SA,SALVADOR,4.0015e+07,515,1977-07-20 00:00:00,1991-03-08 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,BA
CANCELADA,61.064.978/0001-01,ARNO SA,SÃO PAULO,3.1089e+06,523,1968-09-23 00:00:00,2000-05-16 00:00:00,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SEDE,SP
CANCELADA,10.976.124/0001-60,ARTEFATOS PAPEL NE SA ARTEPE,IGARASSU,5.36e+07,531,1970-12-30 00:00:00,1986-11-05 00:00:00,Outras Atividades Industriais,PRIVADO,SEDE,PE
ATIVO,02.919.555/0001-67,ARTERIS S.A.,SÃO PAULO,4.54391e+06,19771,2005-07-06 00:00:00,2005-07-06 00:00:00,Serviços Transporte e Logística,ESTRANGEIRO,SEDE,SP
CANCELADA,92.189.356/0001-33,ARTHUR LANGE SA IND E COM,TURUÇU,9.6148e+07,574,1977-07-20 00:00:00,2011-01-04 00:00:00,Têxtil e Vestuário,PRIVADO,SEDE,RS
ATIVO,09.359.927/0001-97,ASA BRANCA HOLDING S.A.,SÃO PAULO,4.53601e+06,26514,2021-12-20 00:00:00,2021-12-20 00:00:00,Emp. Adm. Part. - Energia Elétrica,PRIVADO HOLDING,SEDE,SP
CANCELADA,33.319.617/0001-23,ASBERIT SA,RIO DE JANEIRO,2.001e+07,582,1981-02-24 00:00:00,1986-03-18 00:00:00,Outras Atividades Industriais,PRIVADO,SEDE,RJ
CANCELADA,04.944.815/0001-80,ASO METAL SA,ANANINDEUA,6.7e+07,590,1970-04-27 00:00:00,1992-07-06 00:00:00,Metalurgia e Siderurgia,PRIVADO,SEDE,PA
ATIVO,38.286.323/0001-66,ASSURUÁ 4 E 5 HOLDING ENERGIA S.A.,SÃO PAULO,4.5439e+06,27545,2024-07-15 00:00:00,2024-07-15 00:00:00,Emp. Adm. Part. - Energia Elétrica,PRIVADO HOLDING,SEDE,SP
CANCELADA,75.315.333/0001-09,ATACADÃO S.A.,SÃO PAULO,2.1709e+06,24171,2017-07-18 00:00:00,2025-12-22 00:00:00,Emp. Adm. Part. - Comércio (Atacado e Varejo),ESTRANGEIRO,SEDE,SP
CANCELADA,75.315.333/0001-09,ATACADÃO S.A.,SÃO PAULO,2.1709e+06,24171,2017-07-18 00:00:00,2025-12-22 00:00:00,Emp. Adm. Part. - Comércio (Atacado e Varejo),ESTRANGEIRO,SEDE,SP
CANCELADA,31.701.408/0001-14,ATHENA SAÚDE BRASIL S.A.,SÃO PAULO,5.42507e+06,25810,2021-05-11 00:00:00,2022-11-24 00:00:00,Emp. Adm. Part. - Serviços médicos,PRIVADO HOLDING,SEDE,SP
CANCELADA,13.720.918/0001-57,ATIVOS BRASILEIROS S.A.,CURITIBA,8.00401e+07,22918,2012-08-10 00:00:00,2016-01-07 00:00:00,Emp. Adm. Part. - Sem Setor Principal,PRIVADO,SEDE,PR
CANCELADA,02.445.817/0001-07,ATL - ALGAR TELECOM LESTE S.A.,RIO DE JANEIRO,2.22711e+07,18252,1999-05-13 00:00:00,2003-07-10 00:00:00,Telecomunicações,PRIVADO,SEDE,RJ
CANCELADA,01.431.728/0001-30,ATLÂNTICA EMPREEND.IMOBILIÁRIOS S/A,RIO DE JANEIRO,2.221e+07,17990,1998-12-03 00:00:00,2002-12-09 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SEDE,RJ
CANCELADA,12.610.165/0001-64,ATLETAS BRASILEIROS S/A,CURITIBA,8.024e+07,22934,2012-09-03 00:00:00,2017-09-20 00:00:00,Brinquedos e Lazer,PRIVADO,SEDE,PR
CANCELADA,61.510.996/0001-70,ATMA SA,RIO DE JANEIRO,2.0061e+07,604,1970-08-19 00:00:00,2005-03-22 00:00:00,Petroquímicos e Borracha,PRIVADO,SEDE,RJ
CANCELADA,00.886.257/0001-92,ATMOSFERA GESTÃO E HIGIENIZAÇÃO DE TÊXTEIS SA,CAJAMAR,7.76e+06,20591,2007-04-03 00:00:00,2009-04-20 00:00:00,Farmacêutico e Higiene,PRIVADO HOLDING,SEDE,SP
ATIVO,23.994.857/0001-70,ATOM EDUCAÇÃO E EDITORA S.A.,SOROCABA,1.80302e+07,27677,2024-10-18 00:00:00,2024-10-18 00:00:00,Educação,PRIVADO,SEDE,SP
CANCELADA,03.453.981/0001-10,AUFERVILLE TRUST SA,SÃO JOSÉ DO RIO PRETO,1.5015e+07,18562,2000-01-26 00:00:00,2008-03-18 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,SP
ATIVO,08.213.823/0001-07,AURA ALMAS MINERAÇÃO S.A.,SÃO PAULO,4.73009e+06,26590,2022-01-06 00:00:00,2022-01-06 00:00:00,Emp. Adm. Part. - Extração Mineral,PRIVADO,SEDE,SP
ATIVO,28.594.234/0001-23,AUREN ENERGIA S.A,SÃO PAULO,5.42507e+06,26620,2022-02-25 00:00:00,2022-02-25 00:00:00,Energia Elétrica,PRIVADO,SEDE,SP
ATIVO,28.594.234/0001-23,AUREN ENERGIA S.A,SÃO PAULO,5.42507e+06,26620,2022-02-25 00:00:00,2022-02-25 00:00:00,Energia Elétrica,PRIVADO,SEDE,SP
ATIVO,00.194.724/0001-13,AUREN OPERAÇÕES S.A.,BAURU,5.42507e+06,26174,2021-08-17 00:00:00,2021-08-17 00:00:00,Emp. Adm. Part. - Energia Elétrica,PRIVADO HOLDING,SEDE,SP
ATIVO,37.663.076/0001-07,AUREN PARTICIPAÇÕES S.A.,SÃO PAULO,5.42507e+06,25640,2021-03-18 00:00:00,2021-03-18 00:00:00,Energia Elétrica,PRIVADO HOLDING,SEDE,SP
CANCELADA,00.160.436/0001-48,AUSTRAL INVESTIMENTOS SA,RIO DE JANEIRO,2.004e+07,14656,1994-12-02 00:00:00,2003-01-13 00:00:00,Emp. Adm. Participações,PRIVADO,SEDE,RJ
CANCELADA,47.709.365/0001-53,AUTEL SA TELECOMUNICAÇOES,SÃO PAULO,4.686e+06,14419,1994-05-30 00:00:00,2007-08-07 00:00:00,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SEDE,SP
CANCELADA,59.104.513/0001-95,AUTOMETAL S/A,DIADEMA,9.9509e+06,22381,2011-02-03 00:00:00,2014-10-14 00:00:00,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SEDE,SP
ATIVO,35.654.688/0001-08,AUTOMOB PARTICIPAÇÕES S.A.,CUIABÁ,7.80983e+07,27707,2024-11-27 00:00:00,2024-11-27 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,MT
CANCELADA,43.513.237/0001-89,AUTOMOB S.A.,MOGI DAS CRUZES,8.74514e+06,27413,2024-01-23 00:00:00,2024-12-31 00:00:00,Emp. Adm. Part. - Comércio (Atacado e Varejo),PRIVADO HOLDING,SEDE,SP
ATIVO,09.326.342/0001-70,AUTOPISTA FERNÃO DIAS SA,POUSO ALEGRE,3.75563e+07,21989,2010-03-29 00:00:00,2010-03-29 00:00:00,Serviços Transporte e Logística,PRIVADO HOLDING,SEDE,MG
ATIVO,09.324.949/0001-11,AUTOPISTA FLUMINENSE SA,NITERÓI,2.40201e+07,22004,2010-03-29 00:00:00,2010-03-29 00:00:00,Serviços Transporte e Logística,PRIVADO HOLDING,SEDE,RJ
ATIVO,09.313.969/0001-97,AUTOPISTA LITORAL SUL,SÃO JOSÉ DOS PINHAIS,8.30702e+07,21997,2010-03-29 00:00:00,2010-03-29 00:00:00,Serviços Transporte e Logística,PRIVADO HOLDING,SEDE,PR
ATIVO,09.325.109/0001-73,AUTOPISTA PLANALTO SUL SA,RIO NEGRO,8.388e+07,21970,2010-03-29 00:00:00,2010-03-29 00:00:00,Serviços Transporte e Logística,PRIVADO HOLDING,SEDE,PR
ATIVO,09.336.431/0001-06,AUTOPISTA REGIS BITTENCOURT SA,REGISTRO,1.19e+07,21962,2010-03-29 00:00:00,2010-03-29 00:00:00,Serviços Transporte e Logística,PRIVADO HOLDING,SEDE,SP
CANCELADA,40.281.347/0001-74,AUTOTRAC COMERCIO E TELECOMUNICAÇÕES,BRASÍLIA,7.09109e+07,20311,2006-10-04 00:00:00,2009-07-03 00:00:00,Serviços Transporte e Logística,PRIVADO,SEDE,DF
CANCELADA,02.679.185/0001-38,AUTOVIAS S/A,RIBEIRÃO PRETO,1.4079e+07,21822,2009-11-27 00:00:00,2019-09-16 00:00:00,Serviços Transporte e Logística,PRIVADO HOLDING,SEDE,SP
CANCELADA,51.996.601/0001-37,AUXILIAR LEASING SA ARR MERC,SÃO PAULO,1.014e+06,655,1981-11-26 00:00:00,1991-01-30 00:00:00,Arrendamento Mercantil,PRIVADO,SEDE,SP
CANCELADA,46.047.288/0001-50,AUXILIAR SA PARTICIPACOES,SÃO PAULO,4.08001e+06,11924,1984-06-20 00:00:00,2005-08-09 00:00:00,Emp. Adm. Participações,PRIVADO,SEDE,SP
CANCELADA,27.956.690/0001-03,AUZZA SECURITIZADORA S. A.,CURITIBA,8.04201e+07,24333,2018-01-19 00:00:00,2026-05-07 00:00:00,Securitização de Recebíveis,PRIVADO HOLDING,SEDE,PR
CANCELADA,15.011.696/0001-29,AVAL SECURITIZADORA DE CREDITOS S.A.,CUIABÁ,7.8032e+07,23973,2016-08-08 00:00:00,2017-11-30 00:00:00,Securitização de Recebíveis,PRIVADO,SEDE,MT
CANCELADA,54.649.819/0001-03,AVARA SA,SÃO PAULO,1.244e+06,12483,1971-10-19 00:00:00,1989-10-11 00:00:00,Emp. Adm. Participações,PRIVADO,SEDE,SP
ATIVO,00.357.038/0001-16,AXIA ENERGIA NORTE S.A.,BRASÍLIA,7.07305e+07,27472,2024-05-24 00:00:00,2024-05-24 00:00:00,Energia Elétrica,PRIVADO,SEDE,DF
ATIVO,00.001.180/0001-26,AXIA ENERGIA S.A.,RIO DE JANEIRO,2.00309e+07,2437,1971-01-28 00:00:00,1971-01-28 00:00:00,Emp. Adm. Part. - Energia Elétrica,ESTATAL,SEDE,RJ
ATIVO,02.016.507/0001-69,AXIA ENERGIA SUL S.A.,FLORIANÓPOLIS,8.80409e+07,27480,2024-05-24 00:00:00,2024-05-24 00:00:00,Energia Elétrica,PRIVADO,SEDE,SC
ATIVO,52.017.473/0001-03,AZEVEDO & TRAVASSOS ENERGIA S.A.,SÃO PAULO,1.452e+06,27626,2024-09-06 00:00:00,2024-09-06 00:00:00,Petróleo e Gás,PRIVADO,SEDE,SP
ATIVO,61.351.532/0001-68,AZEVEDO & TRAVASSOS SA,SÃO PAULO,2.95508e+06,11975,1984-08-20 00:00:00,1984-08-20 00:00:00,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SEDE,SP
ATIVO,09.305.994/0001-29,AZUL S.A.,BARUERI,6.46004e+06,24112,2017-04-07 00:00:00,2017-04-07 00:00:00,Emp. Adm. Part. - Serviços Transporte e Logística,PRIVADO,SEDE,SP
ATIVO,16.590.234/0001-76,AZZAS 2154 S.A.,BELO HORIZONTE,3.0112e+07,22349,2011-01-31 00:00:00,2011-01-31 00:00:00,Têxtil e Vestuário,PRIVADO,SEDE,MG
ATIVO,52.270.350/0001-71,B100 S.A.,SÃO PAULO,4.53813e+06,27634,2024-09-11 00:00:00,2024-09-11 00:00:00,Intermediação Financeira,PRIVADO,SEDE,SP
ATIVO,09.346.601/0001-25,"B3 S.A. - BRASIL, BOLSA, BALCÃO",SÃO PAULO,1.0109e+06,21610,2008-08-11 00:00:00,2008-08-11 00:00:00,Bolsas de Valores/Mercadorias e Futuros,PRIVADO,SEDE,SP
ATIVO,09.346.601/0001-25,"B3 S.A. - BRASIL, BOLSA, BALCÃO",SÃO PAULO,1.0109e+06,21610,2008-08-11 00:00:00,2008-08-11 00:00:00,Bolsas de Valores/Mercadorias e Futuros,PRIVADO,SEDE,SP
CANCELADA,15.195.464/0001-78,BACRAFT SA INDUSTRIA DE PAPEL,SANTO AMARO,4.42e+07,680,1977-07-20 00:00:00,2006-05-12 00:00:00,Papel e Celulose,PRIVADO,SEDE,BA
CANCELADA,04.781.143/0001-39,BAESA-ENERGETICA BARRA GRANDE SA,PINHAL DA SERRA,9.539e+07,19607,2004-09-29 00:00:00,2016-04-29 00:00:00,Energia Elétrica,PRIVADO,SEDE,RS
CANCELADA,13.605.696/0001-21,BAHEMA AGROPECUARIA SA,SALVADOR,4.035e+07,698,1977-07-20 00:00:00,1991-08-30 00:00:00,"Agricultura (Açúcar, Álcool e Cana)",PRIVADO,SEDE,BA
CANCELADA,96.832.365/0001-51,BAHEMA EQUIPAMENTOS SA,SALVADOR,4.03307e+07,18155,1999-02-10 00:00:00,2003-10-31 00:00:00,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SEDE,BA
CANCELADA,15.258.023/0001-78,BAHIA OTHON PALACE HOTEL SA,SALVADOR,4e+07,710,1973-11-30 00:00:00,1984-10-26 00:00:00,Hospedagem e Turismo,PRIVADO,SEDE,BA
CANCELADA,01.554.970/0001-00,BAHIA TRUST DE RECEBIVEIS,SÃO CAETANO DO SUL,9.5209e+06,16098,1997-02-05 00:00:00,1999-10-28 00:00:00,Serviços Diversos,PRIVADO,SEDE,SP
CANCELADA,09.462.852/0001-75,BALADARE PARTICIPAÇÕES S/A,SÃO PAULO,1.40501e+06,21571,2008-07-31 00:00:00,2010-05-27 00:00:00,Emp. Adm. Part. - Sem Setor Principal,PRIVADO HOLDING,SEDE,SP
CANCELADA,76.659.101/0001-30,BAMERINDUS SA CRED IMOBILIARIO,CURITIBA,8.042e+07,752,1977-07-20 00:00:00,1987-11-27 00:00:00,Crédito Imobiliário,PRIVADO,SEDE,PR
CANCELADA,75.170.076/0001-64,BAMERINDUS SA FINANC CRED INV,CURITIBA,8.002e+07,760,1977-07-20 00:00:00,1989-05-09 00:00:00,Bancos,PRIVADO,SEDE,PR
CANCELADA,76.543.156/0001-80,BAMERINDUS SA PARTICIPAÇÕES E EMPREENDIMENTOS - EM LIQUIDAÇÃO EXTRAJUDICIAL,CURITIBA,8.001e+07,744,1977-07-20 00:00:00,2007-01-09 00:00:00,Emp. Adm. Part. - Intermediação Financeira,PRIVADO,SEDE,PR
ATIVO,28.195.667/0001-06,BANCO ABC BRASIL S/A,SÃO PAULO,1.453e+06,20958,2007-07-23 00:00:00,2007-07-23 00:00:00,Bancos,ESTRANGEIRO,SEDE,SP
CANCELADA,10.664.513/0001-50,BANCO AGIBANK S.A.,PORTO ALEGRE,9.043e+07,24465,2018-06-21 00:00:00,2019-01-18 00:00:00,Intermediação Financeira,PRIVADO,SEDE,RS
CANCELADA,24.986.770/0001-13,BANCO AGRIMISA SA,BELO HORIZONTE,3.01609e+07,779,1977-07-20 00:00:00,2005-03-22 00:00:00,Bancos,PRIVADO,SEDE,MG
CANCELADA,60.770.336/0001-65,BANCO ALFA DE INVESTIMENTO S.A.,SÃO PAULO,1.3103e+06,1384,1977-07-20 00:00:00,2024-03-28 00:00:00,Bancos,PRIVADO,SEDE,SP
CANCELADA,33.870.163/0001-84,BANCO ALVORADA S.A.,SALVADOR,4.00109e+07,15512,1996-05-02 00:00:00,2003-10-28 00:00:00,Bancos,PRIVADO,SEDE,BA
CANCELADA,76.543.115/0001-94,BANCO BAMERINDUS BRASIL SA,CURITIBA,8.001e+07,825,1977-07-20 00:00:00,2006-07-18 00:00:00,Bancos,PRIVADO,SEDE,PR
CANCELADA,63.090.609/0001-19,BANCO BANDEIRANTES DE INVESTIMENTOS SA,SÃO PAULO,5.4239e+06,833,1977-07-20 00:00:00,2001-10-31 00:00:00,Bancos,PRIVADO,SEDE,SP
CANCELADA,15.142.490/0001-38,BANCO BANEB SA,SÃO PAULO,1.452e+06,1066,1977-07-20 00:00:00,2000-12-01 00:00:00,Bancos,PRIVADO,SEDE,SP
CANCELADA,76.492.172/0001-91,BANCO BANESTADO SA,CURITIBA,8.00203e+07,1180,1977-07-20 00:00:00,2003-08-29 00:00:00,Bancos,PRIVADO,SEDE,PR
CANCELADA,10.781.532/0001-67,BANCO BANORTE SA EM LIQUIDAÇÃO EXTRAJUDICIAL,RECIFE,5.07109e+07,1473,1977-07-20 00:00:00,2006-07-18 00:00:00,Bancos,PRIVADO,SEDE,PE
CANCELADA,60.898.723/0001-81,BANCO BCN S.A.,SÃO PAULO,4.578e+06,957,1977-07-20 00:00:00,1998-07-28 00:00:00,Bancos,PRIVADO,SEDE,SP
CANCELADA,04.562.120/0001-33,BANCO BEA SA,MANAUS,6.9025e+07,1139,1977-07-20 00:00:00,2003-01-30 00:00:00,Bancos,PRIVADO,SEDE,AM
CANCELADA,01.540.541/0001-75,BANCO BEG S.A.,GOIÂNIA,7.401e+07,1074,1977-07-20 00:00:00,2003-08-29 00:00:00,Bancos,PRIVADO,SEDE,GO
CANCELADA,15.124.464/0001-87,BANCO BESA SA,SÃO PAULO,1.02901e+06,1244,1977-07-20 00:00:00,2023-04-10 00:00:00,Bancos,PRIVADO,SEDE,SP
CANCELADA,61.186.680/0001-74,BANCO BMG S/A,SÃO PAULO,4.5439e+06,1716,1977-07-20 00:00:00,1994-03-14 00:00:00,Bancos,PRIVADO,SEDE,SP
ATIVO,61.186.680/0001-74,BANCO BMG S/A,SÃO PAULO,4.5439e+06,24600,2018-12-17 00:00:00,2018-12-17 00:00:00,Bancos,PRIVADO,SEDE,SP
CANCELADA,33.485.541/0001-06,BANCO BOAVISTA INTERATLÂNTICO S.A.,OSASCO,6.0299e+06,850,1977-07-20 00:00:00,1999-12-08 00:00:00,Bancos,PRIVADO,SEDE,SP
